,PrimaryKey,Species,ScientificName,percent
1608,20153539202620B2,ARTR2,Artemisia tridentata,5.882352941
1609,20153545202608B3,ARTR2,Artemisia tridentata,3.921568627
1610,20153545202608B3,ARTR2,Artemisia tridentata,3.921568627
1683,20143545202403B1,ARTR2,Artemisia tridentata,0.9803921569
1684,20143545202403B1,ARTR2,Artemisia tridentata,0.9803921569
1755,20143545202403B2,ARTR2,Artemisia tridentata,10.78431373
1756,20143545202403B2,ARTR2,Artemisia tridentata,10.78431373
1761,20143539202302B3,ARTR2,Artemisia tridentata,1.960784314
1762,20143539202302B3,ARTR2,Artemisia tridentata,1.960784314
1763,20143545202405B3,ARTR2,Artemisia tridentata,1.960784314
1764,20143545202405B3,ARTR2,Artemisia tridentata,1.960784314
1767,20143545202619B3,ARTR2,Artemisia tridentata,5.882352941
1768,20143545202619B3,ARTR2,Artemisia tridentata,5.882352941
1803,20113545101101U1,ARTR2,Artemisia tridentata,3.921568627
1804,20113545101101U1,ARTR2,Artemisia tridentata,3.921568627
1879,20113545101101U2,ARTR2,Artemisia tridentata,4.901960784
1880,20113545101101U2,ARTR2,Artemisia tridentata,4.901960784
1899,20113545071401G1,ARTR2,Artemisia tridentata,3.921568627
1900,20113545071401G1,ARTR2,Artemisia tridentata,3.921568627
1901,20113545071401G2,ARTR2,Artemisia tridentata,1.960784314
1902,20113545071401G2,ARTR2,Artemisia tridentata,1.960784314
1937,20123555070501O1,ARTR2,Artemisia tridentata,8.823529412
1938,20123555070501O1,ARTR2,Artemisia tridentata,8.823529412
1939,20123555070501O3,ARTR2,Artemisia tridentata,7.843137255
1940,20123555070501O3,ARTR2,Artemisia tridentata,7.843137255
1943,20123539041001R1,ARTR2,Artemisia tridentata,5.882352941
1944,20123539041001R1,ARTR2,Artemisia tridentata,5.882352941
1945,20123539041001R3,ARTR2,Artemisia tridentata,0.9803921569
1946,20123539041001R3,ARTR2,Artemisia tridentata,0.9803921569
1949,20123539070901O2,ARTR2,Artemisia tridentata,0.9803921569
1950,20123539070901O2,ARTR2,Artemisia tridentata,0.9803921569
1951,20123543070501G1,ARTR2,Artemisia tridentata,2.941176471
1952,20123543070501G1,ARTR2,Artemisia tridentata,2.941176471
1973,20123545121601P1,ARTR2,Artemisia tridentata,7.843137255
1974,20123545121601P1,ARTR2,Artemisia tridentata,7.843137255
1975,20123545121601P3,ARTR2,Artemisia tridentata,6.862745098
1976,20123545121601P3,ARTR2,Artemisia tridentata,6.862745098
1979,20123545101401G3,ARTR2,Artemisia tridentata,5.882352941
1980,20123545101401G3,ARTR2,Artemisia tridentata,5.882352941
2011,20123543070501G2,ARTR2,Artemisia tridentata,3.921568627
2012,20123543070501G2,ARTR2,Artemisia tridentata,3.921568627
2067,1409101138512282014-09-01,BOGR2,Bouteloua gracilis,3.333333333
2068,14091111134145332014-09-01,BOGR2,Bouteloua gracilis,6
2069,14091510480321622014-09-01,BOGR2,Bouteloua gracilis,14.66666667
2070,14091610532886112014-09-01,BOGR2,Bouteloua gracilis,0.6666666667
2071,14091613540554222014-09-01,BOGR2,Bouteloua gracilis,10.66666667
2072,14091710250182932014-09-01,BOGR2,Bouteloua gracilis,32
2073,14091714010783302014-09-01,BOGR2,Bouteloua gracilis,64.66666667
2074,14091810205488972014-09-01,BOGR2,Bouteloua gracilis,4
2075,14090812101193972014-09-01,BOGR2,Bouteloua gracilis,51.25
2076,1409021023001202014-09-01,BOGR2,Bouteloua gracilis,8.666666667
2077,14090213400779052014-09-01,BOGR2,Bouteloua gracilis,4
2078,14090310375014222014-09-01,BOGR2,Bouteloua gracilis,27.33333333
2079,14090313521964662014-09-01,BOGR2,Bouteloua gracilis,0.6666666667
2080,14052914534336152014-09-01,BOGR2,Bouteloua gracilis,17.33333333
2081,14060211354634232014-09-01,BOGR2,Bouteloua gracilis,3.333333333
2083,14060408201858442014-09-01,BOGR2,Bouteloua gracilis,20
2084,14060508040278022014-09-01,BOGR2,Bouteloua gracilis,6.666666667
2085,14061006504233352014-09-01,BOGR2,Bouteloua gracilis,6
2086,14061007210266392014-09-01,BOGR2,Bouteloua gracilis,24.66666667
2088,14061310120928432014-09-01,BOGR2,Bouteloua gracilis,14.66666667
2089,14061314525893152014-09-01,BOGR2,Bouteloua gracilis,16.66666667
2090,14061610361458482014-09-01,BOGR2,Bouteloua gracilis,8
2091,14061710003068302014-09-01,BOGR2,Bouteloua gracilis,26.66666667
2092,14061806555324002014-09-01,BOGR2,Bouteloua gracilis,6.666666667
2093,14061806590931062014-09-01,BOGR2,Bouteloua gracilis,9.333333333
2094,14061910405233662014-09-01,BOGR2,Bouteloua gracilis,6
2095,14061914464724952014-09-01,BOGR2,Bouteloua gracilis,14.66666667
2096,14062313375569272014-09-01,BOGR2,Bouteloua gracilis,16
2097,14062309444970152014-09-01,BOGR2,Bouteloua gracilis,22.66666667
2098,14062510153186282014-09-01,BOGR2,Bouteloua gracilis,10
2099,14062513351052082014-09-01,BOGR2,Bouteloua gracilis,33.33333333
2101,1407311132278362014-09-01,BOGR2,Bouteloua gracilis,2
2102,14080709544474772014-09-01,BOGR2,Bouteloua gracilis,2.666666667
2103,1408071350369942014-09-01,BOGR2,Bouteloua gracilis,12
2104,14071510211854032014-09-01,BOGR2,Bouteloua gracilis,3.333333333
2105,14072410454180802014-09-01,BOGR2,Bouteloua gracilis,30
2106,1407241407537872014-09-01,BOGR2,Bouteloua gracilis,39.33333333
2107,14072510355024292014-09-01,BOGR2,Bouteloua gracilis,15.33333333
2108,14070709325347222014-09-01,BOGR2,Bouteloua gracilis,8.666666667
2109,14070713180527932014-09-01,BOGR2,Bouteloua gracilis,22
2110,1407081004068662014-09-01,BOGR2,Bouteloua gracilis,18
2111,1407091059219792014-09-01,BOGR2,Bouteloua gracilis,12
2112,14071010094295012014-09-01,BOGR2,Bouteloua gracilis,1.333333333
2114,14071410071070302014-09-01,BOGR2,Bouteloua gracilis,4.666666667
2115,14071414294526062014-09-01,BOGR2,Bouteloua gracilis,14
2116,14070109455462052014-09-01,BOGR2,Bouteloua gracilis,14
2117,14070209192346352014-09-01,BOGR2,Bouteloua gracilis,2.666666667
2118,14070213253214082014-09-01,BOGR2,Bouteloua gracilis,15.33333333
2120,1408131439552122014-09-01,BOGR2,Bouteloua gracilis,35.33333333
2121,1408141025573362014-09-01,BOGR2,Bouteloua gracilis,12
2122,14082113375331242014-09-01,BOGR2,Bouteloua gracilis,6.666666667
2123,14082510293947422014-09-01,BOGR2,Bouteloua gracilis,2
2124,14082514252518022014-09-01,BOGR2,Bouteloua gracilis,3.333333333
2125,14082010002268182014-09-01,BOGR2,Bouteloua gracilis,2.666666667
2126,14082009003127252014-09-01,BOGR2,Bouteloua gracilis,2.666666667
2127,14082610213641122014-09-01,BOGR2,Bouteloua gracilis,25.33333333
2128,14081909434753742014-09-01,BOGR2,Bouteloua gracilis,7.333333333
2129,14082008203380452014-09-01,BOGR2,Bouteloua gracilis,10
2130,14080810014570682014-09-01,BOGR2,Bouteloua gracilis,2.666666667
2131,14081310064336212014-09-01,BOGR2,Bouteloua gracilis,17.33333333
2132,14082109463357922014-09-01,BOGR2,Bouteloua gracilis,18
2133,14062410281664832014-09-01,BOGR2,Bouteloua gracilis,1.333333333
2134,15060310405322532015-09-01,BOGR2,Bouteloua gracilis,2.666666667
2135,15060411111561892015-09-01,BOGR2,Bouteloua gracilis,2
2136,15060809525986542015-09-01,BOGR2,Bouteloua gracilis,10.66666667
2137,15060910175257212015-09-01,BOGR2,Bouteloua gracilis,2
2138,15061009425917422015-09-01,BOGR2,Bouteloua gracilis,24.66666667
2139,15061110313968692015-09-01,BOGR2,Bouteloua gracilis,33.33333333
2140,15061510031758732015-09-01,BOGR2,Bouteloua gracilis,10
2141,15061514394883292015-09-01,BOGR2,Bouteloua gracilis,34
2142,15061713162889312015-09-01,BOGR2,Bouteloua gracilis,18
2143,15061716584758712015-09-01,BOGR2,Bouteloua gracilis,26.66666667
2144,15061814585382622015-09-01,BOGR2,Bouteloua gracilis,4
2145,15062310550834682015-09-01,BOGR2,Bouteloua gracilis,5.333333333
2146,15062314435161212015-09-01,BOGR2,Bouteloua gracilis,4.666666667
2147,15062409102265262015-09-01,BOGR2,Bouteloua gracilis,11.33333333
2148,15062413160638872015-09-01,BOGR2,Bouteloua gracilis,5.333333333
2149,150625111318322015-09-01,BOGR2,Bouteloua gracilis,3.333333333
2150,15063009464350452015-09-01,BOGR2,Bouteloua gracilis,1.333333333
2151,15063014013898452015-09-01,BOGR2,Bouteloua gracilis,20.66666667
2152,15063017051684762015-09-01,BOGR2,Bouteloua gracilis,4.666666667
2153,15070110303994202015-09-01,BOGR2,Bouteloua gracilis,28.66666667
2154,15070116431381262015-09-01,BOGR2,Bouteloua gracilis,40
2155,15070211163957242015-09-01,BOGR2,Bouteloua gracilis,4
2156,15071309124872102015-09-01,BOGR2,Bouteloua gracilis,4.666666667
2157,15071310350437922015-09-01,BOGR2,Bouteloua gracilis,28.66666667
2158,15071311213414772015-09-01,BOGR2,Bouteloua gracilis,3.333333333
2159,15072009273583042015-09-01,BOGR2,Bouteloua gracilis,35.33333333
2160,1507201223003432015-09-01,BOGR2,Bouteloua gracilis,14.66666667
2161,15091009040772212015-09-01,BOGR2,Bouteloua gracilis,31.33333333
2162,15091009474219602015-09-01,BOGR2,Bouteloua gracilis,33.33333333
2163,15091010073767232015-09-01,BOGR2,Bouteloua gracilis,4
2165,1509210938502312015-09-01,BOGR2,Bouteloua gracilis,12.66666667
2166,15092111001844932015-09-01,BOGR2,Bouteloua gracilis,4
2167,15100610544957002015-09-01,BOGR2,Bouteloua gracilis,9.333333333
2168,15100611143317682015-09-01,BOGR2,Bouteloua gracilis,30.66666667
2169,15101411384817892015-09-01,BOGR2,Bouteloua gracilis,1.333333333
2172,150720134938652015-09-01,BOGR2,Bouteloua gracilis,2
2173,15092110085991052015-09-01,BOGR2,Bouteloua gracilis,12
2174,15092211384429102015-09-01,BOGR2,Bouteloua gracilis,5.333333333
2175,15092809290612732015-09-01,BOGR2,Bouteloua gracilis,10.66666667
2176,1509281323538122015-09-01,BOGR2,Bouteloua gracilis,31.33333333
2177,15100609354980282015-09-01,BOGR2,Bouteloua gracilis,27.33333333
2178,15100609592170732015-09-01,BOGR2,Bouteloua gracilis,6.666666667
2179,15100610311592992015-09-01,BOGR2,Bouteloua gracilis,24
2180,15071517071264802015-09-01,BOGR2,Bouteloua gracilis,5.333333333
2181,15072013483837062015-09-01,BOGR2,Bouteloua gracilis,4.666666667
2182,15072013490733242015-09-01,BOGR2,Bouteloua gracilis,57.33333333
2184,15080311294611062015-09-01,BOGR2,Bouteloua gracilis,4.666666667
2186,1508031304323922015-09-01,BOGR2,Bouteloua gracilis,2
2189,15090810294868782015-09-01,BOGR2,Bouteloua gracilis,4
2190,1509081337099762015-09-01,BOGR2,Bouteloua gracilis,38
2191,15090310090952752015-09-01,BOGR2,Bouteloua gracilis,8.666666667
2197,15082416244257852015-09-01,BOGR2,Bouteloua gracilis,0.6666666667
2199,15082416243316092015-09-01,BOGR2,Bouteloua gracilis,14.66666667
2210,15092108213415622015-09-01,BOGR2,Bouteloua gracilis,8
2211,15092109050663532015-09-01,BOGR2,Bouteloua gracilis,18
2219,16081211131054762016-09-01,BOGR2,Bouteloua gracilis,1.666666667
2250,16110309160357792016-09-01,BOGR2,Bouteloua gracilis,15.33333333
2254,16101810083750302016-09-01,BOGR2,Bouteloua gracilis,2
2261,16111616402732582016-09-01,BOGR2,Bouteloua gracilis,0.3333333333
2262,16111616411999302016-09-01,BOGR2,Bouteloua gracilis,0.6666666667
2263,16120114151030462016-09-01,BOGR2,Bouteloua gracilis,0.6666666667
2276,16111616413783122016-09-01,BOGR2,Bouteloua gracilis,3.333333333
2284,16101116022456222016-09-01,BOGR2,Bouteloua gracilis,2
2285,16101210424933442016-09-01,BOGR2,Bouteloua gracilis,8
2287,16101214093126682016-09-01,BOGR2,Bouteloua gracilis,10.66666667
2288,16091113012544552016-09-01,BOGR2,Bouteloua gracilis,2
2289,1609071131104872016-09-01,BOGR2,Bouteloua gracilis,5.333333333
2290,16061509345636942016-09-01,BOGR2,Bouteloua gracilis,12
2291,1606151549373652016-09-01,BOGR2,Bouteloua gracilis,19.33333333
2292,1606160704131732016-09-01,BOGR2,Bouteloua gracilis,4
2294,16061710024369682016-09-01,BOGR2,Bouteloua gracilis,2
2295,16061713515124232016-09-01,BOGR2,Bouteloua gracilis,21.33333333
2296,16061814312843282016-09-01,BOGR2,Bouteloua gracilis,16
2298,1606271118139822016-09-01,BOGR2,Bouteloua gracilis,1.333333333
2299,1606280719483222016-09-01,BOGR2,Bouteloua gracilis,27.33333333
2300,16062810382484672016-09-01,BOGR2,Bouteloua gracilis,26.66666667
2301,16070207330067392016-09-01,BOGR2,Bouteloua gracilis,5.333333333
2302,16070307545843942016-09-01,BOGR2,Bouteloua gracilis,2.666666667
2303,16070310134946722016-09-01,BOGR2,Bouteloua gracilis,2
2305,16071408162389722016-09-01,BOGR2,Bouteloua gracilis,8.666666667
2306,16060109544413022016-09-01,BOGR2,Bouteloua gracilis,35.33333333
2307,16060113523738482016-09-01,BOGR2,Bouteloua gracilis,36
2308,16060207013997192016-09-01,BOGR2,Bouteloua gracilis,57.33333333
2311,16053111124718772016-09-01,BOGR2,Bouteloua gracilis,2.666666667
2312,16060509025065912016-09-01,BOGR2,Bouteloua gracilis,5.333333333
2313,16060513302486762016-09-01,BOGR2,Bouteloua gracilis,18.66666667
2314,16060606420981932016-09-01,BOGR2,Bouteloua gracilis,6.666666667
2315,16060610115453242016-09-01,BOGR2,Bouteloua gracilis,2
2316,16060210153271472016-09-01,BOGR2,Bouteloua gracilis,13.33333333
2318,16091015340935992016-09-01,BOGR2,Bouteloua gracilis,14
2319,16091109100925362016-09-01,BOGR2,Bouteloua gracilis,4
2320,16092012165475752016-09-01,BOGR2,Bouteloua gracilis,11.33333333
2322,16092210033041622016-09-01,BOGR2,Bouteloua gracilis,8
2323,16082510412995122016-09-01,BOGR2,Bouteloua gracilis,2.666666667
2324,16090614281477282016-09-01,BOGR2,Bouteloua gracilis,2
2325,16091008134974352016-09-01,BOGR2,Bouteloua gracilis,25.33333333
2326,16091011274593142016-09-01,BOGR2,Bouteloua gracilis,26
2327,16101809032167262016-09-01,BOGR2,Bouteloua gracilis,25.33333333
2328,16071510271763022016-09-01,BOGR2,Bouteloua gracilis,6.666666667
2329,16081415423183272016-09-01,BOGR2,Bouteloua gracilis,5.333333333
2330,16081415460066862016-09-01,BOGR2,Bouteloua gracilis,39.33333333
2332,16101311113592082016-09-01,BOGR2,Bouteloua gracilis,21.33333333
2333,16101310303755262016-09-01,BOGR2,Bouteloua gracilis,2
2334,16081412561760622016-09-01,BOGR2,Bouteloua gracilis,22
2335,16081415410464962016-09-01,BOGR2,Bouteloua gracilis,26
2337,16100315013227472016-09-01,BOGR2,Bouteloua gracilis,4
2338,16100411113013482016-09-01,BOGR2,Bouteloua gracilis,3.333333333
2339,16100415155137832016-09-01,BOGR2,Bouteloua gracilis,24
2340,1610050958463092016-09-01,BOGR2,Bouteloua gracilis,14.66666667
2341,16100614100143752016-09-01,BOGR2,Bouteloua gracilis,4.666666667
2342,16081415463179002016-09-01,BOGR2,Bouteloua gracilis,10.66666667
2343,16081415470595472016-09-01,BOGR2,Bouteloua gracilis,39.33333333
2344,1610111126183482016-09-01,BOGR2,Bouteloua gracilis,3.333333333
2345,16101114292844402016-09-01,BOGR2,Bouteloua gracilis,20
2390,18010416171778082017-09-01,BOGR2,Bouteloua gracilis,17
2417,17100209515146572017-09-01,BOGR2,Bouteloua gracilis,45
2424,17100209392270302017-09-01,BOGR2,Bouteloua gracilis,2.666666667
2426,1710230836311152017-09-01,BOGR2,Bouteloua gracilis,2
2427,17092212034618812017-09-01,BOGR2,Bouteloua gracilis,4.333333333
2428,17092211134033552017-09-01,BOGR2,Bouteloua gracilis,9.666666667
2430,17091809452819232017-09-01,BOGR2,Bouteloua gracilis,3
2431,1709220827555802017-09-01,BOGR2,Bouteloua gracilis,44.33333333
2432,17092207172657402017-09-01,BOGR2,Bouteloua gracilis,43.33333333
2433,1710300819142502017-09-01,BOGR2,Bouteloua gracilis,10.33333333
2436,17090514401695752017-09-01,BOGR2,Bouteloua gracilis,10
2438,17100208285596842017-09-01,BOGR2,Bouteloua gracilis,20
2439,17100313574322672017-09-01,BOGR2,Bouteloua gracilis,41.66666667
2444,17103012585095442017-09-01,BOGR2,Bouteloua gracilis,0.6666666667
2462,1708230801465162017-09-01,BOGR2,Bouteloua gracilis,1
2463,1706181005083142017-09-01,BOGR2,Bouteloua gracilis,24.66666667
2464,17061912005992642017-09-01,BOGR2,Bouteloua gracilis,55.33333333
2465,17062010120383312017-09-01,BOGR2,Bouteloua gracilis,12.66666667
2466,17062108453118522017-09-01,BOGR2,Bouteloua gracilis,6.666666667
2467,17062713313165112017-09-01,BOGR2,Bouteloua gracilis,7.333333333
2469,17062910425353392017-09-01,BOGR2,Bouteloua gracilis,20.66666667
2470,17070511465421772017-09-01,BOGR2,Bouteloua gracilis,19.33333333
2471,17070611070097182017-09-01,BOGR2,Bouteloua gracilis,21.33333333
2472,17071212443313672017-09-01,BOGR2,Bouteloua gracilis,0.6666666667
2475,17071707375945362017-09-01,BOGR2,Bouteloua gracilis,18
2476,17071913455760762017-09-01,BOGR2,Bouteloua gracilis,11.33333333
2477,17072010382249432017-09-01,BOGR2,Bouteloua gracilis,6.666666667
2478,1707261144596932017-09-01,BOGR2,Bouteloua gracilis,5.333333333
2479,17073112530949902017-09-01,BOGR2,Bouteloua gracilis,6
2480,17080211363497112017-09-01,BOGR2,Bouteloua gracilis,18.66666667
2481,17081810220610982017-09-01,BOGR2,Bouteloua gracilis,12
2482,17081810275987652017-09-01,BOGR2,Bouteloua gracilis,52
2483,17082108325123062017-09-01,BOGR2,Bouteloua gracilis,10.66666667
2484,17082211062133212017-09-01,BOGR2,Bouteloua gracilis,13.33333333
2486,17082314291166972017-09-01,BOGR2,Bouteloua gracilis,14
2487,17082411493687602017-09-01,BOGR2,Bouteloua gracilis,52.66666667
2488,17082509345752172017-09-01,BOGR2,Bouteloua gracilis,26.66666667
2489,17082813203381372017-09-01,BOGR2,Bouteloua gracilis,50.66666667
2490,17082909502811522017-09-01,BOGR2,Bouteloua gracilis,62.66666667
2491,17082913342249942017-09-01,BOGR2,Bouteloua gracilis,33.33333333
2492,170906103007992017-09-01,BOGR2,Bouteloua gracilis,33.33333333
2493,17090709265636802017-09-01,BOGR2,Bouteloua gracilis,4
2495,17091211254475372017-09-01,BOGR2,Bouteloua gracilis,0.6666666667
2496,17091310270098552017-09-01,BOGR2,Bouteloua gracilis,35.33333333
2497,17091315151969812017-09-01,BOGR2,Bouteloua gracilis,25.33333333
2498,17092011255450832017-09-01,BOGR2,Bouteloua gracilis,18.66666667
2499,17092108260840322017-09-01,BOGR2,Bouteloua gracilis,29.33333333
2500,17092108264265392017-09-01,BOGR2,Bouteloua gracilis,34.66666667
2501,17092709155926852017-09-01,BOGR2,Bouteloua gracilis,1.333333333
2502,1710301519454312017-09-01,BOGR2,Bouteloua gracilis,4
2503,17103110292060742017-09-01,BOGR2,Bouteloua gracilis,0.6666666667
2505,17091912382753932017-09-01,BOGR2,Bouteloua gracilis,31.33333333
2506,17100312091824962017-09-01,BOGR2,Bouteloua gracilis,2
2507,17100411424381732017-09-01,BOGR2,Bouteloua gracilis,18
2508,17101012114127892017-09-01,BOGR2,Bouteloua gracilis,41.33333333
2509,17101109402046872017-09-01,BOGR2,Bouteloua gracilis,31.33333333
